name,geometry,geometry_layer,geometry_proj4
Servicio 409 (Vuelta),"LINESTRING Z (-77.02640140556015 -12.09603682789015 0, -77.02657456309417 -12.09629491080988 0, -77.02700581258901 -12.09629012647895 0, -77.02874916396055 -12.09654478042464 0, -77.03152565470637 -12.09692118638201 0, -77.03221060531908 -12.09229827771825 0, -77.03232272339919 -12.09158016006495 0, -77.03247763093526 -12.09043911204492 0, -77.03269993512376 -12.0888909471564 0, -77.02927891684163 -12.08844399521174 0, -77.02905481483468 -12.08834398085809 0, -77.02883947018465 -12.08755600802705 0, -77.02863727523126 -12.08672868779787 0, -77.02853 -12.0863 0, -77.02845000000001 -12.08594 0, -77.02840999999999 -12.08574 0, -77.02837 -12.0855 0, -77.02834 -12.08522 0, -77.02833 -12.08508 0, -77.02831 -12.08491 0, -77.02829 -12.08471 0, -77.02828 -12.0846 0, -77.02826 -12.0845 0, -77.02824 -12.08442 0, -77.02821 -12.08435 0, -77.02818000000001 -12.08428 0, -77.02815 -12.08422 0, -77.02811 -12.08415 0, -77.02807 -12.08407 0, -77.02804999999999 -12.08402 0, -77.02804 -12.08396 0, -77.02802 -12.0839 0, -77.02800999999999 -12.08384 0, -77.02800999999999 -12.08371 0, -77.02815 -12.08268 0, -77.02816 -12.08261 0, -77.02831999999999 -12.08155 0, -77.02846 -12.08053 0, -77.02856 -12.07987 0, -77.02862 -12.07946 0, -77.0287 -12.07875 0, -77.02874 -12.07853 0, -77.02878 -12.07834 0, -77.0288 -12.07827 0, -77.02880999999999 -12.07822 0, -77.0288 -12.07817 0, -77.02879 -12.07811 0, -77.02878 -12.07806 0, -77.02876999999999 -12.07802 0, -77.02878 -12.07797 0, -77.02878 -12.07793 0, -77.0288 -12.07788 0, -77.02884 -12.07776 0, -77.02901 -12.07735 0, -77.02903999999999 -12.07728 0, -77.02907 -12.07722 0, -77.02909 -12.07715 0, -77.02911 -12.07708 0, -77.02893 -12.07701 0, -77.02891 -12.077 0, -77.02884 -12.07697 0, -77.02879 -12.07696 0, -77.02871 -12.07693 0, -77.02867999999999 -12.07691 0, -77.02851 -12.07684 0, -77.02835 -12.07677 0, -77.02819 -12.0767 0, -77.02806 -12.07663 0, -77.02793 -12.07658 0, -77.02791000000001 -12.07657 0, -77.02776 -12.07651 0, -77.02760000000001 -12.07645 0, -77.02736 -12.07638 0, -77.02726 -12.07634 0, -77.02715000000001 -12.0763 0, -77.02692 -12.07622 0, -77.02647 -12.07607 0, -77.02611 -12.07594 0, -77.02603000000001 -12.07587 0, -77.026 -12.07584 0, -77.02598 -12.07581 0, -77.02598 -12.07577 0, -77.02598999999999 -12.07574 0, -77.02601 -12.07572 0, -77.02603999999999 -12.07571 0, -77.02609 -12.07571 0, -77.02621000000001 -12.07572 0, -77.02718 -12.07607 0, -77.02745 -12.07616 0, -77.0275 -12.07581 0, -77.02757 -12.07531 0, -77.0277 -12.0743 0, -77.02781 -12.07354 0, -77.02785 -12.07331 0, -77.02800000000001 -12.07228 0, -77.02809000000001 -12.07168 0, -77.02815 -12.07123 0, -77.02829 -12.07022 0, -77.0283 -12.07016 0, -77.02846 -12.06914 0, -77.02853 -12.06848 0, -77.02871 -12.06719 0, -77.02888 -12.06588 0, -77.02905 -12.06454 0, -77.02924 -12.06314 0, -77.02943 -12.0618 0, -77.0296 -12.06049 0, -77.02968 -12.05989 0, -77.02977 -12.05923 0, -77.02979000000001 -12.05911 0, -77.02979999999999 -12.05903 0, -77.02982 -12.05892 0, -77.02999 -12.0578 0, -77.03010999999999 -12.05666 0, -77.03032 -12.05516 0, -77.03028999999999 -12.0549 0, -77.03023 -12.05473 0, -77.03018 -12.05464 0, -77.03017 -12.05463 0, -77.03013 -12.05453 0, -77.02970000000001 -12.05369 0, -77.02932 -12.05288 0, -77.02873 -12.05177 0, -77.02845000000001 -12.05121 0, -77.02829 -12.05086 0, -77.02767 -12.04979 0, -77.02712 -12.0488 0, -77.02657000000001 -12.04774 0, -77.02645 -12.04751 0, -77.02623 -12.04709 0, -77.026 -12.04666 0, -77.02507 -12.04484 0, -77.02500999999999 -12.04469 0, -77.02489 -12.04444 0, -77.02477 -12.04419 0, -77.02469000000001 -12.04404 0, -77.02462 -12.0439 0, -77.02446999999999 -12.04362 0, -77.02444 -12.04357 0, -77.02442000000001 -12.04354 0, -77.02428999999999 -12.0433 0, -77.02426 -12.04324 0, -77.02424000000001 -12.04321 0, -77.02419 -12.04312 0, -77.02413 -12.04304 0, -77.02403 -12.04291 0, -77.02397000000001 -12.04287 0, -77.02391 -12.04284 0, -77.02386 -12.04282 0, -77.02379000000001 -12.0428 0, -77.02370999999999 -12.04278 0, -77.02347 -12.04277 0, -77.02336 -12.04277 0, -77.02325 -12.04277 0, -77.02311 -12.04275 0, -77.02293 -12.04273 0, -77.02289 -12.04272 0, -77.02276999999999 -12.0427 0, -77.02269 -12.04268 0, -77.02263000000001 -12.04266 0, -77.02257 -12.04264 0, -77.02245000000001 -12.04259 0, -77.02234 -12.04253 0, -77.02194 -12.04228 0, -77.02155 -12.04206 0, -77.02145 -12.04201 0, -77.02074 -12.0416 0, -77.02043 -12.04144 0, -77.02028 -12.04137 0, -77.02015 -12.04131 0, -77.02002 -12.04125 0, -77.01954000000001 -12.04105 0, -77.01925 -12.0409 0, -77.01878000000001 -12.04069 0, -77.01866 -12.04065 0, -77.01846999999999 -12.04058 0, -77.01824000000001 -12.04053 0, -77.01802000000001 -12.04048 0, -77.01784000000001 -12.04041 0, -77.01772 -12.04035 0, -77.01764 -12.0403 0, -77.01761 -12.04028 0, -77.01743999999999 -12.04015 0, -77.01712000000001 -12.03989 0, -77.01663000000001 -12.03951 0, -77.01648 -12.03939 0, -77.01627000000001 -12.03924 0, -77.01582999999999 -12.03893 0, -77.0155 -12.03868 0, -77.01478 -12.03816 0, -77.01448000000001 -12.03793 0, -77.01415695722028 -12.03768806423938 0, -77.01379379971459 -12.03752805960044 0, -77.01344611569905 -12.03737242994847 0, -77.0132700599342 -12.03719851283488 0, -77.01311742773875 -12.03687001652599 0, -77.01301095108123 -12.03636306788259 0, -77.01294928534155 -12.03612224488138 0, -77.01287178900799 -12.03581463419741 0, -77.01277897415325 -12.03538218669222 0, -77.01269174666083 -12.0348157019426 0, -77.01261900501346 -12.03451647144106 0, -77.01258343633511 -12.03428928505207 0, -77.01249982722649 -12.03367941462816 0, -77.01249 -12.03344 0, -77.01246 -12.03327 0, -77.01241 -12.03304 0, -77.01236 -12.03286 0, -77.0123 -12.03272 0, -77.01222 -12.03258 0, -77.01215000000001 -12.03246 0, -77.01208 -12.03233 0, -77.01201 -12.03224 0, -77.01197999999999 -12.03217 0, -77.01197999999999 -12.03209 0, -77.01199 -12.03204 0, -77.01203 -12.03196 0, -77.01205 -12.03189 0, -77.01206999999999 -12.0318 0, -77.01208 -12.03171 0, -77.01208 -12.03164 0, -77.01209 -12.03118 0, -77.01209 -12.03114 0, -77.01209 -12.03103 0, -77.01206000000001 -12.03082 0, -77.01206000000001 -12.03079 0, -77.01195 -12.03039 0, -77.01193000000001 -12.0303 0, -77.01178 -12.02976 0, -77.01168 -12.02942 0, -77.01152 -12.02893 0, -77.01145 -12.02876 0, -77.01137 -12.02857 0, -77.0112 -12.02819 0, -77.01099000000001 -12.02774 0, -77.01066 -12.027 0, -77.01043 -12.02643 0, -77.01036000000001 -12.0263 0, -77.0103 -12.02619 0, -77.01008 -12.02593 0, -77.01007 -12.02591 0, -77.01009000000001 -12.02588 0, -77.01009000000001 -12.02587 0, -77.01009000000001 -12.02585 0, -77.01009000000001 -12.02583 0, -77.01008 -12.02579 0, -77.01006 -12.02577 0, -77.01056240516361 -12.02524734535836 0, -77.01090629790431 -12.02505004505599 0, -77.01187076699594 -12.02515841687326 0, -77.01198088964473 -12.02436689003804 0, -77.01206267013788 -12.02407771178747 0, -77.01244907697975 -12.02335536436928 0, -77.01260114732385 -12.02296282373171 0, -77.01267336817648 -12.02269188633312 0, -77.01246497631963 -12.02122435854659 0, -77.01241028531361 -12.0206747321327 0, -77.01218610507449 -12.01878413272881 0, -77.01206825371668 -12.01768697164757 0, -77.0119843856076 -12.01720072735516 0, -77.01183647273531 -12.01590895246057 0, -77.01163721363849 -12.01445707891367 0, -77.01137289043324 -12.01236721367896 0, -77.0113054068656 -12.01190231217751 0, -77.01109781976326 -12.01024034530193 0, -77.01093063935161 -12.0088635360625 0, -77.01080423966788 -12.00814888784816 0, -77.01083260320301 -12.00767819231832 0, -77.01103369793259 -12.00714910849886 0, -77.0118097679722 -12.00472960117289 0, -77.01249387900198 -12.00292377403556 0, -77.01268771190961 -12.00245341118534 0, -77.01335668045563 -12.00084790918775 0, -77.01396261250824 -11.99946249733278 0, -77.01413185777446 -11.99912604863403 0, -77.01434933196131 -11.99863667278697 0, -77.01456602900504 -11.99811012552454 0, -77.01481043244637 -11.99764406805183 0, -77.01504038104305 -11.99720708503162 0, -77.01541900309839 -11.99672841803766 0, -77.01503614616797 -11.99584600875442 0, -77.01504031770483 -11.99474300176583 0, -77.01507549692559 -11.99365428611743 0, -77.01509706013118 -11.99275539444885 0, -77.01494098571111 -11.99229215506751 0, -77.01491345660034 -11.99165852717815 0, -77.01516591805854 -11.99014994259146 0, -77.0153839531212 -11.98827054927389 0, -77.01557261351881 -11.98686849916617 0, -77.01564670421664 -11.98628578547262 0, -77.01534190726871 -11.98517522500495 0, -77.01509097780072 -11.9848032464611 0, -77.01461268507347 -11.98445429074227 0, -77.01427354467796 -11.98413186071777 0, -77.01369435283205 -11.98323001532862 0, -77.01317889999936 -11.98252493023013 0, -77.01304243522958 -11.98221753952689 0, -77.01296972693014 -11.98188863333073 0, -77.01235874459326 -11.98089323010246 0, -77.01122130845739 -11.97910920260268 0, -77.0097567472574 -11.97680364117209 0, -77.00849887220934 -11.97486468089371 0, -77.00683857225116 -11.97226917355257 0, -77.00575384343382 -11.97045789294021 0, -77.00508805590071 -11.96944947047409 0, -77.00422923524819 -11.96827695195578 0, -77.00351331557987 -11.9674251858446 0, -77.00276696333208 -11.9664132343959 0, -77.00245479677913 -11.96602196716713 0, -77.00220448074859 -11.96530585741448 0, -77.00192047923878 -11.96478201235718 0, -77.00157780108508 -11.96425307199728 0, -77.00108637555364 -11.96349426750488 0, -77.00034539701181 -11.96229244989004 0, -76.99975860845012 -11.9611070730787 0, -76.99919759041723 -11.9598367419701 0, -76.99869286649454 -11.95872092748867 0, -76.99840343643015 -11.9579457488783 0, -76.9980068342302 -11.95717815021191 0, -76.9978058395024 -11.9567363491143 0, -76.9977203619865 -11.95655556248782 0, -76.9968875768252 -11.95646537026967 0, -76.99620483783795 -11.956369157779 0, -76.99575429462217 -11.95631034053879 0, -76.99500609218806 -11.95620136855797 0, -76.99420294587176 -11.95607757659371 0, -76.99334453262138 -11.95594828414062 0, -76.99244415938766 -11.95584100439876 0, -76.99198884377846 -11.95576886219858 0, -76.99166041124263 -11.9556267607789 0, -76.99144796979085 -11.95548893943816 0, -76.99029001088984 -11.95412498550031 0, -76.98969652211953 -11.95339166907061 0, -76.98924653053733 -11.95291397036743 0, -76.98883568489678 -11.95245335829572 0, -76.98846786795667 -11.95201272885962 0, -76.9882871280099 -11.95183931561304 0, -76.98807055134218 -11.95171779420511 0, -76.98788877315182 -11.95162939265339 0, -76.9876810738417 -11.95159465289077 0, -76.9875 -11.9515 0, -76.9875 -11.95146 0, -76.98746 -11.95136 0, -76.98742 -11.95128 0, -76.98738 -11.95121 0, -76.98733 -11.95116 0, -76.98674 -11.95028 0, -76.9863 -11.94964 0, -76.98581 -11.9489 0, -76.98555 -11.94853 0, -76.98496 -11.94768 0, -76.98488999999999 -11.94759 0, -76.98419 -11.94662 0, -76.98352 -11.94558 0, -76.98331 -11.94531 0, -76.98284 -11.94469 0, -76.98202000000001 -11.9435 0, -76.98196 -11.94342 0, -76.98195 -11.9434 0, -76.98129 -11.94245 0, -76.98072000000001 -11.94161 0, -76.98036 -11.9411 0, -76.98012 -11.94076 0, -76.97973 -11.94019 0, -76.97951999999999 -11.93994 0, -76.97922 -11.93972 0, -76.97901 -11.93959 0, -76.97866999999999 -11.93943 0, -76.97832 -11.93933 0, -76.97796 -11.93923 0, -76.97655 -11.93888 0, -76.97523 -11.93851 0, -76.97493 -11.93843 0, -76.97483 -11.93841 0, -76.97474 -11.93841 0, -76.97463999999999 -11.93841 0, -76.97453 -11.93841 0, -76.97445999999999 -11.93843 0, -76.97436999999999 -11.93845 0, -76.97418 -11.93852 0, -76.97341 -11.93877 0, -76.97323 -11.93883 0, -76.97314 -11.93885 0, -76.97308 -11.93887 0, -76.97302000000001 -11.93887 0, -76.97297 -11.93887 0, -76.97291 -11.93886 0, -76.97284000000001 -11.93883 0, -76.97275999999999 -11.9388 0, -76.97268 -11.93876 0, -76.97262000000001 -11.93872 0, -76.97253000000001 -11.93862 0, -76.97208999999999 -11.93797 0, -76.97129 -11.93681 0, -76.97046 -11.93563 0, -76.96973133078924 -11.93459840456218 0)",Rutas (#5),+proj=longlat +datum=WGS84 +no_defs
La Capilla,POINT Z (-76.96940200900374 -11.93461238353576 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Montenegro,POINT Z (-76.97146051691713 -11.93658185052876 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Motupe,POINT Z (-76.97667291607976 -11.93867844479739 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
8 De Mariscal,POINT Z (-76.98049079873904 -11.94087960941105 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Mariategui,POINT Z (-76.98202681067025 -11.94309580348431 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
La Cinco,POINT Z (-76.98495179309273 -11.94736944425718 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
La Cuatro,POINT Z (-76.98717319462303 -11.95059711215302 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Lubricantes,POINT Z (-76.99017949756082 -11.95377296166608 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Farmacia Leo,POINT Z (-76.9914494449085 -11.95526107937809 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Catorce,POINT Z (-76.99484751511608 -11.95597592188229 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Dieciseis,POINT Z (-76.99839352941832 -11.95771130632377 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Trece,POINT Z (-77.00084584438132 -11.96278499336343 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Doce,POINT Z (-77.00211585246355 -11.96481181123629 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Diez,POINT Z (-77.00420136438612 -11.96794157811453 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Ocho,POINT Z (-77.00578912873759 -11.97000771315931 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Cinco,POINT Z (-77.00889438026854 -11.97513172002184 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Dos,POINT Z (-77.01242218337373 -11.98067351818178 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Comisaria,POINT Z (-77.01405283747914 -11.98348138643741 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Veintiuno,POINT Z (-77.01583472196542 -11.98664852955338 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Diecinueve,POINT Z (-77.0154630697577 -11.98999770223516 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Dieciocho,POINT Z (-77.01534728349739 -11.99379681455146 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Diecisiete,POINT Z (-77.01526597075939 -11.99559158215506 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Quince,POINT Z (-77.01421486585653 -11.99956100994803 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Doce,POINT Z (-77.01238887752758 -12.00389578880505 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Diez,POINT Z (-77.01132060894999 -12.00712657384464 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Siete,POINT Z (-77.01154194337765 -12.01217535839134 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Cuatro,POINT Z (-77.01226480327119 -12.01752980761221 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Dos,POINT Z (-77.01259706035438 -12.0203032000728 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Uno,POINT Z (-77.01275730424504 -12.02278628397502 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Curva,POINT Z (-77.01210207834454 -12.025049229135 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Concejo,POINT Z (-77.01187894867878 -12.02909697636098 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Mdo de Flores,POINT Z (-77.01736624342604 -12.03989918550055 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Acho,POINT Z (-77.0217275083897 -12.04207681640367 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Ancash,POINT Z (-77.02607166230308 -12.04628135031742 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Ucayali,POINT Z (-77.02774692449702 -12.04945673085412 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Cuzco,POINT Z (-77.02878565781909 -12.05145755408184 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
N. De Pierola,POINT Z (-77.03009883200403 -12.05399759072238 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Grau,POINT Z (-77.03003416684105 -12.05866284852387 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
28 De Julio,POINT Z (-77.02939407599749 -12.06301135286613 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Unanue,POINT Z (-77.02884543730868 -12.06706463565905 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Catolica,POINT Z (-77.02842007308593 -12.07005789521367 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Mexico,POINT Z (-77.02765106591265 -12.07599509432228 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Pardo de Zela,POINT Z (-77.02834303430477 -12.08243559107404 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Tomas Guido,POINT Z (-77.0287224530732 -12.0862250240851 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Javier Prado,POINT Z (-77.02998068481058 -12.09085492280103 0),Ida (#5),+proj=longlat +datum=WGS84 +no_defs
Canaval y Moreyra,POINT Z (-77.02648125539265 -12.09602530167112 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
La Cuatro,POINT Z (-76.98717374175736 -11.9509850989105 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
La Cinco,POINT Z (-76.98505878699973 -11.94797483376405 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Mariategui,POINT Z (-76.98214176223773 -11.9437813258912 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
8 De Mariscal,POINT Z (-76.98049544627864 -11.94139028068863 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Motupe,POINT Z (-76.97714980625632 -11.93911046920175 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Montenegro,POINT Z (-76.97137982273264 -11.93701216020596 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
La Capilla,POINT Z (-76.96970804083476 -11.93465069419823 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Lima,POINT Z (-77.01156034527352 -12.02507792979317 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Uno,POINT Z (-77.01254370378564 -12.02305946672052 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Dos,POINT Z (-77.01241895827891 -12.02113950657489 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Cuatro,POINT Z (-77.01202915069503 -12.01783343935966 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Siete,POINT Z (-77.01147026073008 -12.01303375830133 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Nueve,POINT Z (-77.0107291014109 -12.00773859698032 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Doce,POINT Z (-77.01192523329085 -12.00407234190409 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Quince,POINT Z (-77.01387057100807 -11.99954469957789 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Dieciocho,POINT Z (-77.01501517380993 -11.99395814448019 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Diecinueve,POINT Z (-77.01507276886699 -11.99042877496597 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Veintiuno,POINT Z (-77.01554785934731 -11.98686617298003 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Veintidos,POINT Z (-77.01318782834873 -11.98260574573371 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Dos,POINT Z (-77.01214829784212 -11.98063580464735 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Cinco,POINT Z (-77.00892442656611 -11.97549847851338 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Ocho,POINT Z (-77.0058211558642 -11.97070114764433 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Diez,POINT Z (-77.00431392020143 -11.9684531385674 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Doce,POINT Z (-77.00170176792385 -11.96450943432986 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Dieciseis,POINT Z (-76.99836116590188 -11.95807664659793 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Catorce,POINT Z (-76.99515298900839 -11.95626038023302 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Farmacia Leo,POINT Z (-76.99165214096089 -11.9557060367981 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Lubricantes,POINT Z (-76.99006880450014 -11.95394284330931 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
N. de Piérola,POINT Z (-77.03028091097275 -12.05541979104727 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Cuzco,POINT Z (-77.02884317693463 -12.05207304739666 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Ucayali,POINT Z (-77.02770881181814 -12.05005299046916 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Junin,POINT Z (-77.02662129181596 -12.04799641524565 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Acho,POINT Z (-77.02201540970024 -12.0425070460581 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Mdo de Flores,POINT Z (-77.01756852852132 -12.04033101252745 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Concejo,POINT Z (-77.01166293455813 -12.02923303034185 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Javier Prado,POINT Z (-77.03198706265137 -12.09256079550168 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Las Lilas,POINT Z (-77.02867264277681 -12.0870000789146 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Pardo de Zela,POINT Z (-77.0280616839068 -12.08286890460324 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Est. Mexico,POINT Z (-77.02898472770249 -12.07725567452844 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Mexico,POINT Z (-77.02691399257925 -12.07595004200168 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Catolica,POINT Z (-77.02820603713648 -12.0704427514043 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Unanue,POINT Z (-77.02863842760729 -12.06739933077486 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Bauzate y  Meza,POINT Z (-77.02902292461278 -12.06472833175774 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Grau,POINT Z (-77.02971547073999 -12.0594778655557 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
Soledad,POINT Z (-77.03227864219032 -12.0907780982296 0),Vuelta (#5),+proj=longlat +datum=WGS84 +no_defs
La Losa,POINT Z (-77.0195525868894 -12.02628097899511 0),Ida (#6),+proj=longlat +datum=WGS84 +no_defs
Comisaría,POINT Z (-77.01532169317616 -12.02579622243636 0),Ida (#6),+proj=longlat +datum=WGS84 +no_defs
Túnel,POINT Z (-77.01993588726501 -12.02760926377876 0),Ida (#6),+proj=longlat +datum=WGS84 +no_defs
Alcázar,POINT Z (-77.02851841792878 -12.03269011670948 0),Ida (#6),+proj=longlat +datum=WGS84 +no_defs
San Martín,POINT Z (-76.99638795603502 -11.97179515340445 0),Ida (#6),+proj=longlat +datum=WGS84 +no_defs
Santa Rosa,POINT Z (-76.99360699043064 -11.96797703224058 0),Ida (#6),+proj=longlat +datum=WGS84 +no_defs
La Capilla,POINT Z (-76.96940200900374 -11.93461238353576 0),Ida (#6),+proj=longlat +datum=WGS84 +no_defs
Montenegro,POINT Z (-76.97146051691713 -11.93658185052876 0),Ida (#6),+proj=longlat +datum=WGS84 +no_defs
8 de Mariscal,POINT Z (-76.98049079873904 -11.94087960941105 0),Ida (#6),+proj=longlat +datum=WGS84 +no_defs
Motupe,POINT Z (-76.97667291607976 -11.93867844479739 0),Ida (#6),+proj=longlat +datum=WGS84 +no_defs
La Cinco,POINT Z (-76.98494772133722 -11.94735115901922 0),Ida (#6),+proj=longlat +datum=WGS84 +no_defs
