u,v,key,osmid,oneway,lanes,highway,maxspeed,length,geometry,name,bridge,ref,tunnel,junction,access
412554148,791159897,0,35173301,False,,residential,,66.119,"LINESTRING (-77.0029724 -12.0974614, -77.0030587 -12.0968728)",Jirón Pietro Marchand,,,,,
412554148,412553995,0,35173301,False,,residential,,63.349,"LINESTRING (-77.0029724 -12.0974614, -77.002893 -12.0980258)",Jirón Pietro Marchand,,,,,
412554148,412557568,0,35173538,False,,residential,,247.189,"LINESTRING (-77.0029724 -12.0974614, -77.00363520000001 -12.097539, -77.0041561 -12.0975442, -77.0046705 -12.0975076, -77.00503519999999 -12.0974446, -77.0052306 -12.097408)",Calle Pissano,,,,,
412554170,791160227,0,35173301,False,,residential,,27.445,"LINESTRING (-77.003111 -12.0964828, -77.0031477 -12.0962386)",Jirón Pietro Marchand,,,,,
412554170,791159897,0,35173301,False,,residential,,43.737,"LINESTRING (-77.003111 -12.0964828, -77.0030587 -12.0968728)",Jirón Pietro Marchand,,,,,
412554170,412557576,0,35893265,False,,residential,,69.837,"LINESTRING (-77.003111 -12.0964828, -77.0025392 -12.0963985, -77.0024755 -12.0963919)",Jirón Simmoni,,,,,
412554191,412554201,0,35173301,False,,residential,,53.527,"LINESTRING (-77.0032274 -12.0956461, -77.0032865 -12.0951682)",Jirón Pietro Marchand,,,,,
412554191,791160227,0,35173301,False,,residential,,66.451,"LINESTRING (-77.0032274 -12.0956461, -77.0031477 -12.0962386)",Jirón Pietro Marchand,,,,,
412554191,412557573,0,35173533,False,,residential,,207.121,"LINESTRING (-77.0032274 -12.0956461, -77.0051157 -12.095892)",Calle Gaddi,,,,,
412554201,412554191,0,35173301,False,,residential,,53.527,"LINESTRING (-77.0032865 -12.0951682, -77.0032274 -12.0956461)",Jirón Pietro Marchand,,,,,
412554201,3352889094,0,426862811,True,,residential,40,113.054,"LINESTRING (-77.0032865 -12.0951682, -77.00371560000001 -12.0951471, -77.004311 -12.0951157, -77.00432480000001 -12.0951142)",Jirón Pedro López de Ayala,,,,,
412554242,412557601,0,333002440,False,,residential,,70.118,"LINESTRING (-77.00417160000001 -12.1003554, -77.0041561 -12.1009858)",Perugino,,,,,
412554242,791159850,0,333002440,False,,residential,,66.12,"LINESTRING (-77.00417160000001 -12.1003554, -77.0041782 -12.0997608)",Perugino,,,,,
412554242,412554096,0,64222866,True,2,residential,40,172.623,"LINESTRING (-77.00417160000001 -12.1003554, -77.0031523 -12.1003505, -77.0025861 -12.1003017)",Jirón Pedro López de Ayala,,,,,
412554253,412557562,0,35173532,False,,residential,,66.675,"LINESTRING (-77.00566980000001 -12.1003151, -77.00564679999999 -12.0997159)",Pirandello,,,,,
412554253,412554242,0,64222866,True,2,residential,40,163.034,"LINESTRING (-77.00566980000001 -12.1003151, -77.00515230000001 -12.1003511, -77.00417160000001 -12.1003554)",Jirón Pedro López de Ayala,,,,,
412554266,412529863,0,64222866,True,2,residential,40,68.401,"LINESTRING (-77.0069141 -12.1001525, -77.00629050000001 -12.1002338)",Jirón Pedro López de Ayala,,,,,
412554266,412554042,0,35173531,False,,residential,,282.28700000000003,"LINESTRING (-77.0069141 -12.1001525, -77.0069034 -12.099266, -77.0068672 -12.0988594, -77.0068605 -12.0987835, -77.0067157 -12.0980912, -77.00659159999999 -12.0976463)",Rodin,,,,,
412554277,412557534,0,35173500,False,,residential,,69.075,"LINESTRING (-77.00748780000001 -12.100044, -77.007485 -12.1006652)",Jirón Bernardo Tasso,,,,,
412554277,412557535,0,35173500,False,,residential,,66.651,"LINESTRING (-77.00748780000001 -12.100044, -77.0074863 -12.0994446)",Jirón Bernardo Tasso,,,,,
412554277,412554266,0,64222866,True,2,residential,40,63.531,"LINESTRING (-77.00748780000001 -12.100044, -77.0069141 -12.1001525)",Jirón Pedro López de Ayala,,,,,
412554299,316625044,0,35173529,False,,residential,,72.716,"LINESTRING (-77.0088976 -12.0990601, -77.0095089 -12.0993254)",Calle Fragonard,,,,,
412554299,412554277,0,64222866,True,2,residential,40,198.55599999999998,"LINESTRING (-77.0088976 -12.0990601, -77.00876890000001 -12.099291, -77.008584 -12.099543, -77.0083877 -12.099736, -77.0082955 -12.0997949, -77.008143 -12.0998724, -77.007969 -12.0999378, -77.00748780000001 -12.100044)",Jirón Pedro López de Ayala,,,,,
412554319,412557552,0,35173527,False,,residential,,72.015,"LINESTRING (-77.0090976 -12.0980601, -77.0084694 -12.0982654)",Calle Españoleto,,,,,
412554319,412554299,0,64222866,True,2,residential,40,113.745,"LINESTRING (-77.0090976 -12.0980601, -77.00906999999999 -12.0983382, -77.0090103 -12.098714, -77.0088976 -12.0990601)",Jirón Pedro López de Ayala,,,,,
412554325,412557539,0,35173525,False,,residential,,202.196,"LINESTRING (-77.0090828 -12.0974611, -77.0073233 -12.0980499)",Calle Antonio Canova,,,,,
412554325,412554319,0,426862823,True,,residential,40,66.625,"LINESTRING (-77.0090828 -12.0974611, -77.0090976 -12.0980601)",Jirón Pedro López de Ayala,,,,,
412554336,412557546,0,35173509,False,,residential,,99.349,"LINESTRING (-77.0087977 -12.0962968, -77.0079295 -12.0965754)",Calle Berrugete,,,,,
412554336,412554053,0,426862823,True,,residential,40,69.009,"LINESTRING (-77.0087977 -12.0962968, -77.0089528 -12.0968986)",Jirón Pedro López de Ayala,,,,,
412554359,1273848798,0,670374229,False,,residential,,68.722,"LINESTRING (-77.0082213 -12.0957206, -77.0083716 -12.0951203)",,,,,,
412554359,412554336,0,426862823,True,,residential,40,94.36600000000001,"LINESTRING (-77.0082213 -12.0957206, -77.00836649999999 -12.0957819, -77.00854560000001 -12.0958753, -77.0087054 -12.0960589, -77.0087977 -12.0962968)",Jirón Pedro López de Ayala,,,,,
412554365,412557545,0,35173500,False,,residential,,72.846,"LINESTRING (-77.0070147 -12.0954672, -77.00691620000001 -12.0961152)",Jirón Bernardo Tasso,,,,,
412554365,391038274,0,35173500,False,,residential,,68.109,"LINESTRING (-77.0070147 -12.0954672, -77.00711509999999 -12.0948626)",Jirón Bernardo Tasso,,,,,
412554365,412554359,0,426862811,True,,residential,40,134.181,"LINESTRING (-77.0070147 -12.0954672, -77.0082213 -12.0957206)",Jirón Pedro López de Ayala,,,,,
412554377,412557573,0,35173532,False,,residential,,85.871,"LINESTRING (-77.00521759999999 -12.0951262, -77.0051157 -12.095892)",Pirandello,,,,,
412554377,412553905,0,426862811,True,,residential,40,70.437,"LINESTRING (-77.00521759999999 -12.0951262, -77.0054751 -12.0951577, -77.00585770000001 -12.0952227)",Jirón Pedro López de Ayala,,,,,
412554411,412554201,0,426862811,True,,residential,40,70.991,"LINESTRING (-77.0026337 -12.0951749, -77.0027169 -12.0951704, -77.0032865 -12.0951682)",Jirón Pedro López de Ayala,,,,,
412554411,412557576,0,554868306,True,3,primary,60,136.41400000000002,"LINESTRING (-77.0026337 -12.0951749, -77.00262669999999 -12.0952289, -77.0024863 -12.0963085, -77.0024755 -12.0963919)",Avenida Aviación,,,,,
412557534,412554277,0,35173500,False,,residential,,69.075,"LINESTRING (-77.007485 -12.1006652, -77.00748780000001 -12.100044)",Jirón Bernardo Tasso,,,,,
412557534,263935459,0,404636459,True,2,secondary,60,146.9,"LINESTRING (-77.007485 -12.1006652, -77.0078305 -12.1006025, -77.00818889999999 -12.1005047, -77.0083798 -12.1004367, -77.0085571 -12.1003561, -77.0086929 -12.1002841, -77.0087522 -12.1002401)",Avenida San Borja Sur,,,,,
412557535,412554277,0,35173500,False,,residential,,66.651,"LINESTRING (-77.0074863 -12.0994446, -77.00748780000001 -12.100044)",Jirón Bernardo Tasso,,,,,
412557535,412557537,0,35173500,False,,residential,,93.65100000000001,"LINESTRING (-77.0074863 -12.0994446, -77.0074525 -12.0987923, -77.0074328 -12.0986042)",Jirón Bernardo Tasso,,,,,
412557535,412557552,0,35173528,False,,residential,,188.64600000000002,"LINESTRING (-77.0074863 -12.0994446, -77.0075721 -12.0994286, -77.00775640000001 -12.0993886, -77.00798159999999 -12.0992936, -77.00820090000001 -12.0991238, -77.0083245 -12.0989128, -77.0084172 -12.09869, -77.00846730000001 -12.0984475, -77.0084694 -12.0982654)",Calle Eduardo Martínez Rosales,,,,,
412557537,412557539,0,35173500,False,,residential,,62.775,"LINESTRING (-77.0074328 -12.0986042, -77.0073233 -12.0980499)",Jirón Bernardo Tasso,,,,,
412557537,412557535,0,35173500,False,,residential,,93.65100000000001,"LINESTRING (-77.0074328 -12.0986042, -77.0074525 -12.0987923, -77.0074863 -12.0994446)",Jirón Bernardo Tasso,,,,,
412557537,412557552,0,35173527,False,,residential,,118.83399999999999,"LINESTRING (-77.0074328 -12.0986042, -77.007476 -12.0985901, -77.00790550000001 -12.0984497, -77.0084366 -12.0982761, -77.0084694 -12.0982654)",Calle Españoleto,,,,,
412557539,412557537,0,35173500,False,,residential,,62.775,"LINESTRING (-77.0073233 -12.0980499, -77.0074328 -12.0986042)",Jirón Bernardo Tasso,,,,,
412557539,412554048,0,35173500,False,,residential,,66.984,"LINESTRING (-77.0073233 -12.0980499, -77.0071628 -12.0974683)",Jirón Bernardo Tasso,,,,,
412557539,412554325,0,35173525,False,,residential,,202.196,"LINESTRING (-77.0073233 -12.0980499, -77.0090828 -12.0974611)",Calle Antonio Canova,,,,,
412557541,412554048,0,35173500,False,,residential,,68.395,"LINESTRING (-77.0069635 -12.0968849, -77.0071628 -12.0974683)",Jirón Bernardo Tasso,,,,,
412557541,412557543,0,35173500,False,,residential,,39.235,"LINESTRING (-77.0069635 -12.0968849, -77.0069021 -12.0965372)",Jirón Bernardo Tasso,,,,,
412557541,412557546,0,35173509,False,,residential,,110.524,"LINESTRING (-77.0069635 -12.0968849, -77.0070138 -12.0968688, -77.00755789999999 -12.0966943, -77.0079295 -12.0965754)",Calle Berrugete,,,,,
412557543,412557541,0,35173500,False,,residential,,39.235,"LINESTRING (-77.0069021 -12.0965372, -77.0069635 -12.0968849)",Jirón Bernardo Tasso,,,,,
412557543,412557545,0,35173500,False,,residential,,47.09,"LINESTRING (-77.0069021 -12.0965372, -77.006894 -12.0962881, -77.00691620000001 -12.0961152)",Jirón Bernardo Tasso,,,,,
412557543,412557581,0,673044551,True,,residential,,65.544,"LINESTRING (-77.0069021 -12.0965372, -77.00669480000001 -12.0965535, -77.0063012 -12.0965844)",Jirón Crepi,,,,,
412557545,412554365,0,35173500,False,,residential,,72.846,"LINESTRING (-77.00691620000001 -12.0961152, -77.0070147 -12.0954672)",Jirón Bernardo Tasso,,,,,
412557545,412557543,0,35173500,False,,residential,,47.09,"LINESTRING (-77.00691620000001 -12.0961152, -77.006894 -12.0962881, -77.0069021 -12.0965372)",Jirón Bernardo Tasso,,,,,
412557545,412557546,0,35173522,True,,residential,,131.393,"LINESTRING (-77.00691620000001 -12.0961152, -77.0076555 -12.0962531, -77.0077239 -12.096274, -77.0077843 -12.09631, -77.0078433 -12.0963645, -77.0079295 -12.0965754)",Calle Salzillo,,,,,
412557546,412554336,0,35173509,False,,residential,,99.349,"LINESTRING (-77.0079295 -12.0965754, -77.0087977 -12.0962968)",Calle Berrugete,,,,,
412557546,412557541,0,35173509,False,,residential,,110.52400000000002,"LINESTRING (-77.0079295 -12.0965754, -77.00755789999999 -12.0966943, -77.0070138 -12.0968688, -77.0069635 -12.0968849)",Calle Berrugete,,,,,
412557552,412554319,0,35173527,False,,residential,,72.015,"LINESTRING (-77.0084694 -12.0982654, -77.0090976 -12.0980601)",Calle Españoleto,,,,,
412557552,412557537,0,35173527,False,,residential,,118.83399999999999,"LINESTRING (-77.0084694 -12.0982654, -77.0084366 -12.0982761, -77.00790550000001 -12.0984497, -77.007476 -12.0985901, -77.0074328 -12.0986042)",Calle Españoleto,,,,,
412557552,412557535,0,35173528,False,,residential,,188.64600000000002,"LINESTRING (-77.0084694 -12.0982654, -77.00846730000001 -12.0984475, -77.0084172 -12.09869, -77.0083245 -12.0989128, -77.00820090000001 -12.0991238, -77.00798159999999 -12.0992936, -77.00775640000001 -12.0993886, -77.0075721 -12.0994286, -77.0074863 -12.0994446)",Calle Eduardo Martínez Rosales,,,,,
412557562,412557563,0,35173532,False,,residential,,62.552,"LINESTRING (-77.00564679999999 -12.0997159, -77.0056538 -12.0991534)",Pirandello,,,,,
412557562,412554253,0,35173532,False,,residential,,66.675,"LINESTRING (-77.00564679999999 -12.0997159, -77.00566980000001 -12.1003151)",Pirandello,,,,,
412557562,791159850,0,554746823,False,,residential,,159.751,"LINESTRING (-77.00564679999999 -12.0997159, -77.0041782 -12.0997608)",Jirón Matier,,,,,
412557563,412557562,0,35173532,False,,residential,,62.552,"LINESTRING (-77.0056538 -12.0991534, -77.00564679999999 -12.0997159)",Pirandello,,,,,
412557563,412557565,0,35173532,False,,residential,,64.345,"LINESTRING (-77.0056538 -12.0991534, -77.0056391 -12.09896, -77.00557259999999 -12.0985808)",Pirandello,,,,,
412557563,791159767,0,35173540,False,,residential,,162.529,"LINESTRING (-77.0056538 -12.0991534, -77.005223 -12.0992332, -77.0046973 -12.0993172, -77.0041738 -12.0993321)",Renoir,,,,,
412557565,412554037,0,35173532,False,,residential,,65.807,"LINESTRING (-77.00557259999999 -12.0985808, -77.0054665 -12.0981517, -77.0054184 -12.0980089)",Pirandello,,,,,
412557565,412557563,0,35173532,False,,residential,,64.345,"LINESTRING (-77.00557259999999 -12.0985808, -77.0056391 -12.09896, -77.0056538 -12.0991534)",Pirandello,,,,,
412557565,412557591,0,35173539,False,,residential,,155.70600000000002,"LINESTRING (-77.00557259999999 -12.0985808, -77.0050942 -12.0986825, -77.00458999999999 -12.0987455, -77.0041561 -12.0987621)",Reni,,,,,
412557568,412554037,0,35173532,False,,residential,,69.867,"LINESTRING (-77.0052306 -12.097408, -77.0054184 -12.0980089)",Pirandello,,,,,
412557568,412557570,0,35173532,False,,residential,,64.283,"LINESTRING (-77.0052306 -12.097408, -77.00514250000001 -12.0970303, -77.0051157 -12.0968414)",Pirandello,,,,,
412557568,412554148,0,35173538,False,,residential,,247.189,"LINESTRING (-77.0052306 -12.097408, -77.00503519999999 -12.0974446, -77.0046705 -12.0975076, -77.0041561 -12.0975442, -77.00363520000001 -12.097539, -77.0029724 -12.0974614)",Calle Pissano,,,,,
412557570,412557571,0,35173532,False,,residential,,37.565,"LINESTRING (-77.0051157 -12.0968414, -77.0051005 -12.0965039)",Pirandello,,,,,
412557570,412553924,0,35173536,False,,residential,,68.244,"LINESTRING (-77.0051157 -12.0968414, -77.00571979999999 -12.0966748)",Jirón Crepi,,,,,
412557570,412557568,0,35173532,False,,residential,,64.283,"LINESTRING (-77.0051157 -12.0968414, -77.00514250000001 -12.0970303, -77.0052306 -12.097408)",Pirandello,,,,,
412557570,791159897,0,35173536,False,,residential,,225.712,"LINESTRING (-77.0051157 -12.0968414, -77.00476639999999 -12.0969019, -77.00446789999999 -12.0969494, -77.0041693 -12.0969775, -77.00388460000001 -12.0969861, -77.0030587 -12.0968728)",Jirón Crepi,,,,,
412557571,412557570,0,35173532,False,,residential,,37.565,"LINESTRING (-77.0051005 -12.0965039, -77.0051157 -12.0968414)",Pirandello,,,,,
412557571,412557573,0,35173532,False,,residential,,68.314,"LINESTRING (-77.0051005 -12.0965039, -77.0050835 -12.096128, -77.0051157 -12.095892)",Pirandello,,,,,
412557571,791160227,0,35173534,False,,residential,,214.36,"LINESTRING (-77.0051005 -12.0965039, -77.0042333 -12.0963861, -77.0031477 -12.0962386)",Calle Duccio,,,,,
412557573,412554377,0,35173532,False,,residential,,85.871,"LINESTRING (-77.0051157 -12.095892, -77.00521759999999 -12.0951262)",Pirandello,,,,,
412557573,412554191,0,35173533,False,,residential,,207.121,"LINESTRING (-77.0051157 -12.095892, -77.0032274 -12.0956461)",Calle Gaddi,,,,,
412557573,412557571,0,35173532,False,,residential,,68.314,"LINESTRING (-77.0051157 -12.095892, -77.0050835 -12.096128, -77.0051005 -12.0965039)",Pirandello,,,,,
412557576,419481873,0,35893265,False,,residential,,18.042,"LINESTRING (-77.0024755 -12.0963919, -77.00231100000001 -12.0963706)",Jirón Simmoni,,,,,
412557576,412554170,0,35893265,False,,residential,,69.837,"LINESTRING (-77.0024755 -12.0963919, -77.0025392 -12.0963985, -77.003111 -12.0964828)",Jirón Simmoni,,,,,
412557576,412553989,0,554868306,True,3,primary,60,173.761,"LINESTRING (-77.0024755 -12.0963919, -77.00246490000001 -12.0964644, -77.00227219999999 -12.0977894, -77.002263 -12.0978529, -77.0022505 -12.097939)",Avenida Aviación,,,,,
412557581,412557584,0,35173537,True,,residential,,138.9,"LINESTRING (-77.0063012 -12.0965844, -77.006316 -12.0961512, -77.0063827 -12.0956701, -77.0064447 -12.0953455)",Calle Giovanni Papini,,,,,
412557581,412553924,0,673044551,True,,residential,,64.00800000000001,"LINESTRING (-77.0063012 -12.0965844, -77.0060545 -12.0966211, -77.00571979999999 -12.0966748)",Jirón Crepi,,,,,
412557584,412554365,0,426862811,True,,residential,40,63.434,"LINESTRING (-77.0064447 -12.0953455, -77.0070147 -12.0954672)",Jirón Pedro López de Ayala,,,,,
412557591,791159767,0,333002440,False,,residential,,63.41,"LINESTRING (-77.0041561 -12.0987621, -77.0041738 -12.0993321)",Perugino,,,,,
412557591,412554019,0,333002440,False,,residential,,68.097,"LINESTRING (-77.0041561 -12.0987621, -77.00416 -12.0981497)",Perugino,,,,,
412557591,412557565,0,35173539,False,,residential,,155.70600000000002,"LINESTRING (-77.0041561 -12.0987621, -77.00458999999999 -12.0987455, -77.0050942 -12.0986825, -77.00557259999999 -12.0985808)",Reni,,,,,
412557591,412554131,0,35173539,False,,residential,,147.542,"LINESTRING (-77.0041561 -12.0987621, -77.00376919999999 -12.098756, -77.00328639999999 -12.0987035, -77.00280909999999 -12.0986233)",Reni,,,,,
412557600,419481936,0,426862825,False,,residential,,21.402,"LINESTRING (-77.002017 -12.0996463, -77.0018216 -12.099623)",Jirón Matier,,,,,
412557600,791159755,0,554746823,False,,residential,,69.164,"LINESTRING (-77.002017 -12.0996463, -77.00206729999999 -12.0996516, -77.0021144 -12.0996562, -77.00264970000001 -12.0997109)",Jirón Matier,,,,,
412557600,391036861,0,554868306,True,3,primary,60,130.32500000000002,"LINESTRING (-77.002017 -12.0996463, -77.0020087 -12.0997009, -77.0018678 -12.1006862, -77.00185879999999 -12.1007494, -77.0018493 -12.1008068)",Avenida Aviación,,,,,
412557601,412554242,0,333002440,False,,residential,,70.118,"LINESTRING (-77.0041561 -12.1009858, -77.00417160000001 -12.1003554)",Perugino,,,,,
412557601,391038008,0,1183592687,True,2,secondary,60,232.90999999999997,"LINESTRING (-77.0041561 -12.1009858, -77.00514099999999 -12.1009713, -77.0051895 -12.1009715, -77.0054537 -12.1009723, -77.0062909 -12.100864)",Avenida San Borja Sur,,,,,
416660428,391038300,0,1092461809,False,2,residential,30,60.828,"LINESTRING (-76.99305649999999 -12.0945492, -76.9927587 -12.0940861)",Jirón Henry Rousseau,,,,,
416660428,417248068,0,1092461809,False,2,residential,30,66.659,"LINESTRING (-76.99305649999999 -12.0945492, -76.9933891 -12.0950528)",Jirón Henry Rousseau,,,,,
416660428,417248084,0,426862819,True,,residential,40,212.10900000000004,"LINESTRING (-76.99305649999999 -12.0945492, -76.99333540000001 -12.0943971, -76.9938987 -12.0941663, -76.9942662 -12.0940428, -76.9944137 -12.0939932, -76.99487499999999 -12.0938778)",Jirón Pedro López de Ayala,,,,,
416660429,416660496,0,35557932,False,,residential,,73.291,"LINESTRING (-76.9921982 -12.0932109, -76.9916389 -12.0935788)",Jirón Breton,,,,,
416660429,416660430,0,35600693,False,2,tertiary,30,64.602,"LINESTRING (-76.9921982 -12.0932109, -76.99190299999999 -12.0927067)",Jirón Henri Rousseau,,,,,
